Geneid	sub06	sub07	sub08	sub21	sub23	sub24
AT3G15354	3	3	4	9	2	2
AT3G15359	0	0	0	0	0	0
AT3G15356	35	77	82	40	6	115
AT3G15351	9	6	4	1	2	2
AT3G15358	2	0	2	0	0	1
AT3G03095	0	0	0	0	0	0
AT3G15352	1	2	0	0	0	2
AT3G15353	136	117	142	82	95	113
AT3G03105	0	0	0	0	0	0
AT3G15355	8	9	8	6	3	9
AT3G15357	1	0	0	1	0	0
AT3G15360	270	204	253	312	315	345
AT3G15370	0	0	0	0	0	0
AT3G15380	11	15	13	6	6	7
AT3G15390	5	7	3	0	1	3
AT3G15395	7	4	4	2	1	2
AT3G15400	2	2	2	5	1	0
AT3G15410	10	10	14	2	6	6
AT3G15420	0	0	1	1	0	2
AT3G15430	18	18	19	13	6	34
AT3G15440	0	1	0	0	0	0
AT3G15450	432	390	430	20	43	40
AT3G15460	2	6	4	4	1	2
AT3G15470	11	12	12	8	4	12
AT3G15480	19	14	17	25	32	33
AT3G15490	0	0	0	0	1	0
AT3G15500	0	2	3	0	0	0
AT3G03115	0	0	0	0	0	0
AT3G15510	3	2	9	8	3	11
AT3G03125	0	0	0	0	0	0
AT3G15518	0	0	0	0	0	0
AT3G15520	29	30	25	8	8	9
AT3G03135	0	0	0	0	0	0
AT3G15530	27	20	32	9	17	29
AT3G15534	0	0	0	0	0	1
AT3G15536	0	1	1	7	0	20
AT3G15540	8	6	4	7	2	4
AT3G15548	0	0	0	0	0	0
AT3G15550	6	4	8	4	1	2
AT3G03145	0	0	0	0	0	0
AT3G15570	13	17	6	22	28	11
AT3G15578	0	0	0	0	0	0
AT3G15580	18	10	16	27	20	39
AT3G15585	0	0	0	0	0	0
AT3G15590	12	10	17	7	9	4
AT3G15604	0	0	0	0	0	0
AT3G15605	0	0	0	0	0	0
AT3G15610	3	8	15	7	1	6
AT3G03155	0	0	0	0	0	0
AT3G15620	3	4	4	2	0	1
AT3G15630	46	56	49	11	11	34
AT3G15635	0	0	0	0	0	0
AT3G15640	41	31	31	15	19	28
AT3G15650	2	0	2	0	0	0
AT3G15660	12	15	18	16	14	10
AT3G15670	0	0	0	0	0	0
AT3G15680	10	9	9	13	9	6
AT3G15690	22	19	26	12	15	6
AT3G15700	0	0	0	0	0	0
AT3G15710	17	9	25	26	13	18
AT3G15720	5	3	2	0	1	0
AT3G15730	219	219	329	158	176	295
AT3G15740	0	0	0	0	0	0
AT3G15750	3	3	3	0	1	2
AT3G15760	4	2	1	3	3	18
AT3G15770	5	2	4	3	2	4
AT3G15780	3	5	6	8	6	4
AT3G15790	11	10	15	14	14	21
AT3G15800	3	1	0	0	1	1
AT3G15810	9	10	26	45	34	75
AT3G15820	10	16	17	2	6	9
AT3G15830	0	0	0	0	0	0
AT3G15840	195	167	215	81	79	101
AT3G15850	76	57	73	97	95	48
AT3G15860	0	0	0	0	0	0
AT3G15870	0	0	0	0	0	0
AT3G15880	37	32	51	12	19	15
AT3G15890	0	1	1	2	0	3
AT3G15900	16	14	8	10	11	9
AT3G03165	0	0	0	0	0	0
AT3G15909	0	0	0	0	0	0
AT3G15910	0	0	0	0	0	0
AT3G15920	14	11	13	4	4	4
AT3G03175	0	0	0	0	0	0
AT3G15930	0	0	0	0	0	0
AT3G15940	8	23	20	11	8	11
AT3G03195	0	0	0	0	0	0
AT3G15950	4	11	16	6	5	10
AT3G15960	0	0	0	0	0	0
AT3G15970	15	9	15	7	9	12
AT3G15980	36	41	44	16	14	17
AT3G03205	0	0	0	0	0	0
AT3G15990	0	0	1	1	3	1
AT3G16000	120	96	123	71	71	49
AT3G16010	0	1	6	5	3	2
AT3G16020	0	0	0	0	0	0
AT3G16030	5	5	4	0	1	5
AT3G16040	0	0	0	0	0	0
AT3G16050	0	2	2	4	5	2
AT3G03215	0	0	0	0	0	0
AT3G16060	14	16	29	23	11	15
AT3G16070	1	0	1	1	0	0
AT3G16080	26	35	40	65	57	62
AT3G16090	6	6	8	0	4	2
AT3G16100	9	5	8	12	9	8
AT3G16110	10	8	9	3	4	9
AT3G16117	0	0	0	0	0	0
AT3G16120	1	0	0	0	0	0
AT3G16130	0	0	0	0	0	0
AT3G16140	416	316	258	295	317	248
AT3G16150	0	1	1	0	0	0
AT3G16160	0	0	0	0	0	0
AT3G16170	5	3	4	4	2	5
AT3G16175	0	0	0	0	0	0
AT3G16180	12	21	16	14	21	14
AT3G03225	1	0	0	0	0	0
AT3G16190	14	14	18	20	15	19
AT3G16200	9	10	5	6	7	5
AT3G16210	0	0	0	0	0	0
AT3G03235	0	0	0	0	0	0
ath-miR5023	0	0	0	0	0	0
AT3G16220	3	11	9	9	5	5
AT3G03245	0	0	0	0	0	0
AT3G03255	0	0	0	0	0	0
ath-miR2934-3p	0	0	0	0	0	0
ath-miR782	0	0	0	0	0	0
ath-miR2934-5p	0	0	0	0	0	0
AT3G16230	9	7	7	6	2	4
AT3G16240	348	324	316	228	364	129
AT3G03265	0	0	0	0	0	0
AT3G16250	25	16	26	33	35	15
AT3G03275	0	0	0	0	0	0
AT3G16260	11	11	17	5	5	3
AT3G16270	12	19	23	18	9	20
AT3G16280	2	0	1	0	5	2
AT3G16290	46	34	44	14	9	8
AT3G16300	0	0	0	0	0	0
AT3G16310	15	13	19	14	10	16
AT3G16320	0	0	4	1	0	0
AT3G16330	0	1	0	1	1	6
AT3G16340	13	4	10	5	4	2
AT3G16350	1	6	3	5	8	5
AT3G03285	0	0	0	0	0	0
AT3G16360	0	2	0	0	1	0
AT3G03295	0	0	0	0	0	0
AT3G16370	131	169	132	185	228	114
AT3G16380	0	0	0	0	0	0
AT3G16390	0	0	0	0	0	0
AT3G16400	26	25	42	9	12	34
AT3G00340	0	0	1	0	0	0
AT3G03315	0	0	0	0	0	0
AT3G16410	1	2	3	1	0	1
AT3G16420	23	44	58	56	76	182
AT3G16430	0	2	0	1	0	2
AT3G16432	0	0	0	0	0	0
AT3G16440	0	0	0	0	0	0
AT3G16450	1	4	4	4	10	13
AT3G16460	12	7	17	6	5	19
AT3G16470	35	44	104	24	34	85
AT3G16480	16	14	20	2	8	18
AT3G16490	0	2	0	1	0	0
AT3G03325	0	0	0	0	0	0
AT3G16500	17	10	22	5	5	14
AT3G03335	0	0	0	0	0	0
AT3G16510	1	3	7	0	0	4
AT3G16520	74	64	60	113	111	80
AT3G16530	19	35	60	24	14	117
AT3G16525	0	0	0	0	0	0
AT3G16540	0	0	0	0	0	0
AT3G16550	0	0	0	0	0	0
AT3G16552	0	0	0	0	0	0
AT3G16555	0	0	0	0	0	0
AT3G16560	8	4	13	8	5	9
AT3G16565	10	5	6	11	8	13
AT3G16570	36	26	41	44	33	32
AT3G03345	0	0	0	0	0	0
AT3G16580	0	0	0	0	0	0
AT3G16590	0	0	0	0	0	0
AT3G16600	0	0	0	0	0	0
AT3G16610	1	0	0	0	0	0
AT3G16620	2	3	3	0	2	1
AT3G16630	40	29	44	23	10	29
AT3G16640	832	800	963	2385	2397	3115
AT3G16650	0	1	2	3	1	2
AT3G16660	4	3	2	5	12	9
AT3G03355	0	0	0	0	0	0
AT3G03365	0	0	0	0	0	0
AT3G16670	17	7	19	0	11	7
AT3G16680	0	0	0	0	0	0
AT3G16690	1	3	4	1	1	0
AT3G16700	9	5	5	2	1	0
AT3G16710	0	2	0	2	0	0
AT3G16712	1	0	1	0	2	0
AT3G16720	19	15	24	6	10	34
AT3G16730	2	3	9	3	1	1
AT3G16740	6	6	3	3	6	7
AT3G16750	4	1	1	1	0	0
AT3G16760	21	29	25	17	31	43
AT3G16770	75	69	104	76	40	88
AT3G16780	41	36	44	72	61	47
AT3G16785	15	13	19	8	3	8
AT3G16800	8	7	5	2	3	2
AT3G16810	11	10	8	9	4	5
AT3G16820	0	0	0	0	0	0
AT3G03375	0	0	0	0	0	0
AT3G16830	14	29	32	7	10	15
AT3G16840	19	11	13	15	5	10
AT3G16850	78	84	83	41	63	29
AT3G16857	19	22	43	6	3	9
AT3G16860	4	0	5	0	0	3
AT3G03385	0	0	0	0	0	0
AT3G16870	0	2	6	5	2	6
AT3G16880	0	0	0	0	0	0
AT3G16890	0	3	0	2	4	7
AT3G16895	0	0	0	0	0	0
AT3G16900	0	0	0	0	0	0
AT3G16910	10	9	22	26	20	41
AT3G16920	5	8	4	3	10	7
AT3G16930	0	0	0	0	0	0
AT3G03395	0	0	0	0	0	0
AT3G16940	22	20	18	11	8	13
AT3G16950	16	11	23	12	11	16
AT3G16960	0	0	0	0	0	0
AT3G16970	0	0	0	0	0	0
AT3G16980	0	0	0	0	0	0
AT3G16990	9	5	4	9	8	10
AT3G17000	12	11	20	10	9	25
AT3G17010	0	0	0	0	0	0
AT3G17020	148	95	130	109	101	175
AT3G17030	2	5	3	1	1	0
AT3G17040	40	33	31	27	13	22
AT3G17060	0	0	0	0	0	0
AT3G17070	2	2	4	4	4	5
AT3G17080	0	0	0	0	0	0
AT3G17090	37	38	36	35	27	37
AT3G03415	0	0	0	1	4	0
AT3G03425	0	0	0	0	0	0
AT3G03435	0	0	0	0	0	0
AT3G03445	0	0	0	0	0	0
AT3G17100	35	34	16	39	35	28
AT3G03455	0	0	0	0	0	0
AT3G17120	11	10	11	14	17	12
AT3G17130	0	2	1	4	2	0
AT3G17140	0	0	0	0	0	0
AT3G17150	0	0	0	0	0	0
AT3G17152	0	0	0	0	0	0
AT3G17155	0	0	0	0	0	0
AT3G17160	10	6	7	8	7	5
AT3G17170	46	22	19	29	21	11
AT3G17180	0	0	0	1	0	0
AT3G17185	0	1	3	2	1	0
AT3G17190	0	0	0	0	0	0
AT3G17205	11	16	31	13	6	12
AT3G17210	35	23	29	42	42	40
AT3G17220	0	0	0	0	0	0
AT3G17225	0	0	0	1	0	0
AT3G17227	0	0	0	0	0	1
AT3G17230	0	0	0	0	0	0
AT3G17240	37	45	66	38	17	58
AT3G17250	2	3	1	1	3	3
AT3G00350	0	0	0	0	0	0
AT3G17261	0	0	0	0	0	0
AT3G17265	0	0	0	0	0	0
AT3G17270	0	0	0	0	0	0
AT3G17280	0	0	1	0	0	1
AT3G17300	11	3	7	8	3	5
AT3G17310	6	13	9	2	1	1
AT3G17320	0	0	0	0	0	0
AT3G17330	5	5	3	5	10	12
AT3G17340	16	16	7	9	8	3
AT3G03465	0	0	0	0	0	0
AT3G17350	9	4	2	13	5	6
AT3G17360	5	4	10	0	0	1
AT3G17365	2	3	0	0	2	1
AT3G17370	0	0	0	0	0	0
AT3G17380	3	0	0	0	1	1
AT3G17390	171	225	236	345	328	206
AT3G03475	0	0	0	0	0	0
AT3G17400	0	0	0	0	0	0
AT3G17410	36	36	55	24	18	60
AT3G17420	4	3	10	6	5	15
AT3G17430	10	16	10	11	8	8
AT3G17440	16	22	23	8	13	17
AT3G17450	6	6	9	2	1	6
AT3G17460	2	1	2	3	1	0
AT3G17465	15	8	10	16	11	15
AT3G17470	10	11	17	2	6	6
AT3G17480	0	0	0	0	0	0
AT3G17490	0	0	0	0	0	0
AT3G17500	0	0	0	0	0	0
AT3G17510	22	15	33	4	4	7
AT3G17520	0	0	0	0	0	0
AT3G17530	0	0	0	0	0	0
AT3G17540	0	0	0	0	0	0
AT3G17550	0	0	0	0	0	0
AT3G17560	0	0	0	0	0	0
AT3G17570	0	0	0	0	0	0
AT3G03495	0	0	0	0	0	0
AT3G03505	0	0	0	0	0	0
AT3G17580	0	0	0	0	0	0
AT3G17590	5	9	9	10	6	8
AT3G17600	0	0	0	0	0	0
AT3G17609	2	0	0	1	0	3
AT3G17611	1	1	3	3	0	4
AT3G17620	0	0	0	0	0	0
AT3G17626	1	3	1	0	1	0
AT3G03515	0	0	0	0	0	0
AT3G17630	2	1	0	0	0	0
AT3G17640	0	0	2	2	6	3
AT3G17655	0	0	0	0	0	0
AT3G17650	18	24	20	9	5	9
AT3G17660	1	3	2	0	1	0
AT3G17668	6	5	6	4	1	2
AT3G17670	6	8	7	4	2	7
AT3G17675	0	0	0	0	0	0
AT3G17680	7	7	3	4	4	1
AT3G17690	1	0	1	0	0	0
AT3G17700	16	11	20	10	6	17
AT3G17710	4	1	0	1	1	0
AT3G17712	1	0	0	0	0	0
AT3G17717	1	2	0	0	0	0
AT3G17720	0	0	0	0	0	0
AT3G03525	0	0	0	0	0	0
AT3G17730	1	0	1	2	0	0
AT3G17740	5	1	4	1	1	5
AT3G17750	13	17	7	8	8	15
AT3G17765	0	0	0	0	0	0
AT3G17760	0	0	0	0	0	0
AT3G17770	29	29	23	14	20	16
AT3G17780	19	13	16	23	10	27
AT3G17790	1	2	4	13	12	22
AT3G17800	23	18	27	19	25	38
AT3G03535	0	0	0	0	0	0
AT3G17810	22	17	30	18	14	46
AT3G17820	35	38	38	15	10	24
AT3G17830	4	6	2	2	0	0
AT3G17840	10	7	14	2	1	0
AT3G17850	43	47	42	18	14	17
AT3G03555	0	0	0	0	0	0
AT3G17860	11	10	16	8	3	6
AT3G17880	7	12	21	13	10	13
AT3G03565	0	0	0	0	0	0
AT3G17890	1	0	2	1	0	3
AT3G03585	0	0	0	0	0	0
AT3G03595	0	0	0	0	0	0
AT3G17900	11	22	21	10	4	7
AT3G17910	7	4	6	4	1	6
AT3G17920	13	5	13	6	0	0
AT3G17930	29	20	24	21	26	30
AT3G17940	16	13	29	19	17	18
AT3G17950	6	5	6	6	4	5
AT3G17970	16	12	15	18	9	8
AT3G17980	1	0	0	0	0	0
AT3G18000	50	34	51	24	22	18
AT3G18010	1	0	0	0	0	0
AT3G18020	2	3	1	4	0	0
AT3G18030	2	10	6	9	3	6
AT3G18035	56	46	69	73	68	65
AT3G18040	19	12	16	6	8	6
AT3G03605	0	0	0	1	0	0
AT3G18050	61	70	60	95	114	60
AT3G18060	50	37	69	20	18	19
AT3G18070	1	0	0	0	2	0
AT3G03615	0	0	0	0	0	0
AT3G18080	167	214	272	204	239	236
AT3G18090	8	5	4	1	1	2
AT3G18100	0	5	4	5	2	2
AT3G18110	27	23	15	11	7	3
AT3G18120	0	0	0	0	0	0
AT3G18130	35	42	40	68	77	58
AT3G18140	20	23	24	11	21	24
AT3G03625	0	0	0	0	0	0
ath-miR3440b-5p	0	0	0	0	0	0
ath-miR3440b-3p	0	0	0	0	0	0
AT3G18150	0	0	0	0	0	0
AT3G18160	6	4	8	2	6	6
AT3G18165	12	6	15	18	12	23
AT3G18170	3	2	2	4	2	3
AT3G03635	0	0	0	0	0	0
AT3G18180	0	0	0	0	0	0
AT3G18190	24	29	39	24	10	21
AT3G18200	0	0	0	1	0	0
AT3G18210	13	8	9	15	3	7
AT3G18215	5	5	8	8	12	12
AT3G18217	0	0	0	0	0	0
ath-miR157c-3p	0	0	0	0	0	0
ath-miR157c-5p	0	0	0	0	0	0
AT3G03645	0	0	0	0	0	0
AT3G03655	0	0	0	0	0	0
AT3G18220	0	0	0	0	0	0
AT3G18230	11	21	22	15	10	12
AT3G18235	0	0	0	0	0	0
AT3G18240	14	3	16	10	5	3
AT3G18250	3	1	8	2	4	29
AT3G18260	1	0	0	3	0	3
AT3G18270	15	10	17	6	5	7
AT3G18280	4	8	15	15	23	30
AT3G18282	0	0	0	0	0	0
AT3G18290	46	52	79	14	7	22
AT3G18291	0	0	0	0	0	0
AT3G18295	2	3	2	7	7	9
AT3G18300	2	0	1	0	0	0
AT3G18310	3	4	3	1	2	4
AT3G18320	0	1	0	0	0	0
AT3G18330	0	0	0	0	0	0
AT3G18340	0	0	0	0	0	0
AT3G03665	0	0	0	0	0	0
AT3G18350	6	10	7	6	2	1
AT3G18360	0	0	0	1	0	0
AT3G18362	0	0	0	0	0	0
AT3G03675	0	0	0	0	0	0
AT3G18370	61	65	70	48	21	57
AT3G18380	11	12	10	6	2	7
AT3G18390	96	88	79	35	22	18
AT3G18400	0	0	1	0	0	0
AT3G18410	36	32	44	79	41	76
AT3G18420	19	15	22	16	22	16
AT3G18430	7	5	7	7	7	7
AT3G18440	12	10	15	9	6	24
AT3G18450	0	0	0	0	0	0
AT3G18460	0	0	0	0	0	0
AT3G18470	0	0	0	0	0	0
AT3G18480	20	22	22	4	8	23
AT3G18485	0	0	0	0	0	0
AT3G03685	0	0	0	0	0	0
AT3G03695	0	0	0	0	0	0
AT3G18490	93	114	131	253	217	233
AT3G18500	29	17	20	12	6	8
AT3G18510	1	3	1	0	0	1
AT3G18518	0	0	0	0	0	0
AT3G18520	22	16	14	7	7	8
AT3G18524	6	8	9	2	1	3
AT3G18530	2	3	0	0	0	0
AT3G18535	8	12	14	5	18	9
AT3G03705	0	0	0	0	0	0
AT3G18550	0	0	1	0	1	0
AT3G00360	0	0	0	0	0	0
AT3G03715	0	0	0	0	0	0
AT3G00370	0	0	0	0	0	0
AT3G03725	0	0	0	0	0	0
AT3G03735	0	0	0	0	0	0
AT3G18560	2	1	2	1	0	4
AT3G18570	0	0	0	0	0	0
AT3G18580	6	3	3	11	4	2
AT3G18590	0	0	0	0	0	0
AT3G18600	11	12	13	14	6	11
AT3G18610	0	0	0	1	1	2
AT3G18620	1	2	2	3	1	0
AT3G18630	0	0	1	1	1	0
AT3G18640	9	14	5	7	4	13
AT3G18650	0	0	0	0	0	0
AT3G18660	1	1	3	0	0	1
AT3G18670	1	0	1	2	0	0
AT3G18680	43	44	41	14	15	16
AT3G18690	6	5	4	6	5	9
AT3G03745	0	0	0	0	0	0
AT3G18700	0	0	0	0	0	0
AT3G18710	5	3	1	1	3	0
AT3G18715	0	0	0	0	1	0
AT3G03755	0	0	0	0	0	0
AT3G18720	0	0	0	0	0	0
AT3G18730	4	3	5	0	1	0
AT3G18740	115	119	107	172	128	145
AT3G18750	6	1	6	2	2	2
AT3G18760	2	5	6	7	10	5
AT3G18770	3	6	6	2	2	2
AT3G18773	5	0	6	0	1	2
AT3G18775	0	0	0	0	0	0
AT3G03765	0	0	0	0	0	0
AT3G03775	0	0	0	0	0	0
AT3G18780	220	209	292	220	216	296
AT3G18790	11	13	14	10	9	11
AT3G18800	6	1	2	4	4	1
AT3G18810	0	0	0	0	0	0
AT3G18815	0	0	0	0	0	0
AT3G18820	46	46	64	101	52	92
AT3G18827	0	0	0	0	0	0
ath-miR868-5p	0	0	0	0	0	0
ath-miR868-3p	0	0	0	0	0	0
AT3G18830	72	98	136	100	47	334
AT3G18840	0	0	0	0	0	0
AT3G18850	7	4	8	8	2	3
AT3G18860	26	16	26	11	7	11
AT3G18870	5	3	0	7	6	2
AT3G03785	0	0	0	0	0	0
AT3G18880	0	0	0	1	0	0
AT3G18890	128	104	85	60	58	56
AT3G18895	0	0	0	0	0	0
ath-miR418	0	0	0	0	0	0
AT3G18900	4	0	1	0	0	0
AT3G18905	0	0	0	0	0	0
AT3G18910	3	1	7	3	1	4
AT3G18915	0	0	0	0	0	0
AT3G18930	7	18	10	5	2	9
AT3G18940	8	4	10	8	9	5
AT3G18950	3	2	4	2	6	4
AT3G18952	0	0	0	0	0	0
AT3G18957	0	0	0	0	0	0
AT3G18960	0	2	1	1	2	1
AT3G18970	2	2	3	0	0	1
AT3G18980	13	16	18	10	7	8
AT3G18990	14	12	11	21	12	15
AT3G19000	2	5	3	5	8	1
AT3G19002	0	0	0	0	0	0
AT3G19010	62	63	77	28	20	73
AT3G19020	1	12	4	3	0	1
AT3G19030	5	7	5	18	18	48
AT3G19035	0	0	0	0	0	0
AT3G19040	0	0	0	0	0	0
AT3G03795	0	0	0	0	0	0
AT3G19050	10	17	7	3	0	0
AT3G19055	0	0	0	0	0	0
AT3G19070	0	0	0	0	0	0
AT3G19080	3	1	3	1	1	2
AT3G19085	0	0	0	0	0	0
AT3G19090	0	0	0	0	0	0
AT3G19100	7	6	7	8	3	4
AT3G19120	6	5	11	5	7	12
AT3G19130	30	24	34	18	18	38
AT3G19140	0	0	0	0	0	0
AT3G19150	4	5	12	8	1	8
AT3G19160	0	0	0	0	0	0
AT3G19170	134	165	149	50	38	42
AT3G19180	16	6	10	2	6	4
AT3G19184	0	0	0	0	0	0
AT3G19190	27	18	30	3	4	12
AT3G19200	0	0	3	0	0	0
AT3G19210	3	0	4	1	0	2
AT3G19220	8	9	3	2	6	5
AT3G19230	0	0	1	0	0	0
AT3G19235	0	0	0	0	0	0
AT3G19240	8	11	10	7	3	9
AT3G19250	3	2	0	0	0	1
AT3G19260	3	8	15	5	3	12
AT3G19270	0	1	1	0	0	0
AT3G19274	0	0	0	0	0	0
AT3G19280	3	3	2	0	0	1
AT3G03805	0	0	0	0	0	0
AT3G03815	0	0	0	0	0	0
AT3G19290	16	9	14	14	5	16
AT3G19300	1	2	1	0	1	0
AT3G19310	0	0	0	0	0	0
AT3G19320	0	0	0	0	0	0
AT3G19330	1	0	1	0	0	3
AT3G19340	14	14	13	9	14	21
AT3G19350	1	0	0	34	4	2
AT3G19360	3	1	5	3	1	2
AT3G19370	0	6	11	20	6	9
AT3G19380	5	15	8	1	2	4
AT3G19390	2	1	2	0	0	1
AT3G19400	16	15	16	11	13	15
AT3G19410	0	0	0	0	0	0
AT3G19420	39	39	63	43	34	73
AT3G19430	0	0	0	0	0	1
AT3G19440	1	1	3	2	2	1
AT3G19450	14	16	27	28	26	33
AT3G19460	5	2	7	9	6	5
AT3G19470	1	2	2	2	3	2
AT3G19480	18	29	20	14	12	8
AT3G19490	37	29	55	14	18	27
AT3G19500	0	1	0	0	0	1
AT3G19508	2	1	0	3	5	4
AT3G19510	1	2	7	4	2	5
AT3G19515	18	10	7	4	5	5
AT3G19520	12	14	19	9	10	11
AT3G19530	0	0	0	0	0	0
AT3G19540	22	6	23	19	12	16
AT3G03825	0	0	0	0	0	0
AT3G19550	0	0	0	0	0	1
AT3G19552	0	0	0	0	0	0
AT3G19553	26	39	48	19	22	25
AT3G19560	0	0	0	0	0	0
AT3G03835	0	0	0	0	0	0
AT3G19565	0	0	0	0	0	0
AT3G19570	5	8	6	4	4	3
AT3G19580	3	3	11	1	12	14
AT3G19590	8	6	10	6	3	5
AT3G03865	0	0	0	0	0	0
AT3G19595	0	0	0	0	0	0
AT3G19600	0	0	0	0	0	0
AT3G19610	0	0	0	0	0	0
AT3G19613	0	0	0	0	0	0
AT3G19615	0	0	0	0	0	0
AT3G19620	3	4	5	2	7	3
AT3G19630	14	5	13	6	4	13
AT3G19640	21	9	18	10	11	23
AT3G19650	5	7	4	6	3	5
AT3G19660	0	1	3	7	4	7
AT3G19663	0	0	0	0	0	0
AT3G19670	20	10	8	2	2	6
AT3G19680	40	20	40	11	3	8
AT3G19690	0	0	0	0	0	0
AT3G03875	0	0	0	0	0	0
AT3G19700	0	0	0	0	0	0
AT3G19710	28	47	67	12	33	63
AT3G19720	44	36	49	26	25	20
AT3G19740	17	16	17	5	7	8
AT3G19760	38	62	62	67	58	68
AT3G19770	10	8	10	5	4	11
AT3G19780	7	4	7	3	1	1
AT3G03895	0	0	0	0	0	0
AT3G19790	5	6	5	5	5	3
AT3G19800	29	8	25	12	14	11
AT3G19810	22	14	26	6	18	4
AT3G19820	180	185	193	175	167	160
AT3G19830	7	5	16	4	2	6
AT3G03905	0	0	0	0	0	0
AT3G19840	10	8	8	3	1	2
AT3G19850	10	13	19	5	2	2
AT3G19860	23	16	23	9	5	11
AT3G03915	0	0	1	0	0	0
AT3G19870	14	14	9	5	3	9
AT3G19880	0	0	0	0	0	0
AT3G19890	0	0	0	0	0	0
AT3G19895	6	3	6	2	7	12
AT3G03925	0	0	0	0	0	0
AT3G19900	17	11	19	23	15	9
AT3G19910	16	19	28	15	10	41
AT3G19920	0	0	0	0	0	0
AT3G19930	55	55	76	32	20	110
AT3G19940	0	0	0	0	0	0
AT3G19950	13	12	10	5	9	17
AT3G19960	40	27	40	5	7	15
AT3G19970	5	2	2	1	0	1
AT3G19980	19	14	11	2	4	8
AT3G19990	19	8	13	16	9	19
AT3G20000	23	26	36	30	32	25
AT3G20010	12	4	5	0	1	0
AT3G03935	0	0	0	0	0	0
AT3G20015	6	10	8	10	8	4
AT3G20020	4	2	2	2	2	5
AT3G03945	0	0	0	0	0	0
AT3G20030	0	0	0	0	0	0
AT3G20040	3	0	2	0	0	0
AT3G20050	65	62	80	60	53	74
AT3G20060	31	20	37	19	19	24
AT3G20070	3	1	5	4	4	2
AT3G20080	6	5	4	5	0	3
AT3G20090	1	2	3	0	0	0
AT3G20100	5	6	10	8	14	9
AT3G20110	0	0	0	0	0	0
AT3G20120	3	3	1	4	3	0
AT3G20130	1	1	1	0	0	0
AT3G20140	0	0	0	0	0	0
AT3G20150	7	4	7	2	1	1
AT3G20155	0	0	0	0	0	0
AT3G20160	0	0	0	0	0	0
AT3G20170	3	1	3	6	2	7
AT3G20180	1	0	0	0	0	0
AT3G20190	0	0	0	0	0	0
AT3G20200	0	1	0	0	0	0
AT3G20210	0	0	0	0	0	0
AT3G03955	0	0	0	0	0	0
AT3G20220	0	0	0	0	0	0
AT3G20230	30	24	21	9	12	9
AT3G03965	0	2	1	0	0	0
AT3G20240	4	5	1	4	4	0
AT3G20250	14	10	30	7	7	21
AT3G20260	5	4	5	4	2	1
AT3G20270	5	8	2	5	1	1
AT3G20280	6	4	0	1	3	2
AT3G20290	22	23	23	13	12	16
AT3G20300	8	3	6	7	8	6
AT3G20310	16	18	13	25	27	52
AT3G20320	11	6	18	6	16	11
AT3G20330	19	9	14	16	3	17
AT3G20340	0	0	1	1	1	3
AT3G20350	9	8	2	1	5	6
AT3G20360	0	0	0	0	0	0
AT3G20362	0	0	0	0	0	1
AT3G20370	0	2	0	0	0	5
AT3G20380	0	0	0	0	0	1
AT3G20390	95	116	125	77	88	102
AT3G20395	0	0	0	1	0	0
AT3G20400	0	0	0	0	0	0
AT3G20410	30	29	36	24	11	22
AT3G20420	5	2	1	2	0	2
AT3G20430	10	3	4	3	1	1
AT3G20440	12	11	12	2	4	1
AT3G20450	1	1	2	0	1	1
AT3G20460	2	0	0	0	0	0
AT3G20470	28	47	45	11	11	6
AT3G20475	0	1	1	1	0	2
AT3G20480	0	0	1	0	0	1
AT3G20490	2	3	12	2	3	2
AT3G20500	14	4	21	21	14	25
AT3G20510	17	12	9	32	16	53
AT3G20520	0	1	0	0	1	0
AT3G20530	0	0	0	0	0	0
AT3G20540	19	4	17	4	2	2
AT3G20550	7	7	18	12	5	5
AT3G20555	0	0	0	0	0	0
AT3G20557	0	0	0	0	0	0
AT3G20560	6	3	10	2	7	9
AT3G20570	8	7	5	7	3	4
AT3G20580	0	0	0	0	0	0
AT3G20590	0	0	0	0	0	0
AT3G20600	2	3	5	19	17	24
AT3G20610	0	0	0	0	0	0
AT3G20620	4	2	6	1	1	1
AT3G20630	17	12	19	7	3	8
AT3G20640	3	0	4	1	4	2
AT3G20650	5	7	3	3	3	5
AT3G20655	0	0	0	0	0	0
AT3G20660	3	2	4	3	1	4
AT3G20670	6	14	15	11	13	12
AT3G20680	10	3	14	11	7	7
AT3G03975	0	0	0	0	0	0
AT3G20690	0	0	0	0	0	0
AT3G20700	0	0	0	0	0	0
AT3G03985	0	0	0	0	0	0
AT3G03995	0	0	0	0	0	0
AT3G04005	0	0	0	0	0	0
AT3G20710	0	0	0	0	0	0
AT3G20720	8	12	10	8	5	7
AT3G20730	0	0	1	1	0	0
AT3G04015	0	0	0	0	0	0
AT3G20740	7	6	12	7	3	6
AT3G04025	0	0	0	0	0	0
AT3G20750	0	0	0	0	0	0
AT3G20760	0	4	1	104	114	65
AT3G20770	60	79	85	69	48	100
AT3G20780	6	6	2	3	3	2
AT3G20790	16	17	16	13	17	11
AT3G04035	0	0	0	0	0	0
AT3G20800	9	10	14	10	7	25
AT3G20810	9	5	3	5	4	4
AT3G20820	34	36	51	78	115	60
AT3G00380	0	0	0	0	0	0
AT3G20830	5	2	2	8	8	6
AT3G20840	0	0	0	0	0	0
AT3G20850	0	0	0	0	0	0
AT3G20860	2	2	1	0	0	5
