"gene"	"xref"	"sub06"	"sub07"	"sub08"	"sub21"	"sub23"	"sub24"
"AT5G60460"	28721282	2	2	8	5	3	4
"AT5G60460"	28721282	2	2	8	5	3	4
"AT5G60470"	836168	0	0	0	0	0	0
"AT5G60470"	836168	0	0	0	0	0	0
"AT5G60470"	836168	0	0	0	0	0	0
"AT5G60480"	836169	0	0	0	0	0	0
"AT5G60490"	836170	7	2	3	1	5	1
"AT5G60500"	836171	0	0	0	0	0	0
"AT5G60510"	836172	0	0	0	0	0	0
"AT5G60520"	836173	0	0	0	0	0	0
"AT5G60530"	836174	0	0	0	0	0	2
"AT5G60540"	836175	24	17	20	11	18	13
"AT5G60550"	836176	14	7	13	8	5	3
"AT5G60553"	3771541	0	0	0	0	0	0
"AT5G60560"	836177	0	0	0	0	0	0
"AT5G60560"	836177	0	0	0	0	0	0
"AT5G08955"	NA	0	0	0	0	0	0
"AT5G60570"	836178	16	20	28	22	14	15
"AT5G60570"	836178	16	20	28	22	14	15
"AT5G60570"	836178	16	20	28	22	14	15
"AT5G60580"	836179	3	3	3	7	3	2
"AT5G60580"	836179	3	3	3	7	3	2
"AT5G60580"	836179	3	3	3	7	3	2
"AT5G60580"	836179	3	3	3	7	3	2
"AT5G60590"	836180	3	2	1	7	2	3
"AT5G60590"	836180	3	2	1	7	2	3
"AT5G60590"	836180	3	2	1	7	2	3
"AT5G60600"	836181	203	236	274	92	94	97
"AT5G60600"	836181	203	236	274	92	94	97
"AT5G60600"	836181	203	236	274	92	94	97
"AT5G60600"	836181	203	236	274	92	94	97
"AT5G60600"	836181	203	236	274	92	94	97
"AT5G60610"	836182	0	0	0	0	0	0
"AT5G60610"	836182	0	0	0	0	0	0
"AT5G60615"	3771542	0	0	0	0	0	0
"AT5G60620"	836183	24	17	14	11	26	25
"AT5G08960"	NA	0	0	0	0	0	0
"AT5G60630"	836184	0	0	0	0	0	0
"AT5G60640"	836185	54	58	83	61	53	62
"AT5G60640"	836185	54	58	83	61	53	62
"AT5G60640"	836185	54	58	83	61	53	62
"AT5G60650"	836186	0	0	0	0	2	0
"AT5G60660"	836187	2	5	4	2	3	3
"AT5G08965"	NA	0	0	0	0	0	0
"AT5G60670"	836188	22	18	15	19	13	14
"AT5G60680"	836189	32	26	29	48	125	122
"AT5G60690"	836190	10	14	14	1	3	3
"AT5G60700"	836191	7	6	8	1	1	1
"AT5G60700"	836191	7	6	8	1	1	1
"AT5G60710"	836192	27	23	29	20	19	24
"AT5G08970"	NA	0	0	0	0	0	0
"AT5G60720"	836193	1	1	1	0	0	0
"AT5G60730"	836194	1	0	1	3	0	3
"AT5G60740"	836195	0	0	0	0	0	0
"AT5G60750"	836196	12	14	10	5	2	8
"AT5G60760"	836197	1	0	0	0	1	0
"AT5G60760"	836197	1	0	0	0	1	0
"AT5G60770"	836198	0	0	0	0	0	0
"AT5G60780"	836199	0	3	0	0	2	1
"AT5G60790"	836200	44	39	62	14	10	25
"AT5G60800"	836201	12	5	16	16	8	60
"AT5G60800"	836201	12	5	16	16	8	60
"AT5G00690"	NA	0	0	0	0	0	0
"AT5G60805"	3771543	0	0	0	0	0	0
"AT5G60810"	836202	0	0	0	0	0	0
"AT5G60810"	836202	0	0	0	0	0	0
"AT5G60820"	836203	4	6	6	8	2	6
"AT5G60830"	836204	0	0	0	0	0	0
"AT5G60840"	836205	10	7	8	12	14	15
"AT5G60840"	836205	10	7	8	12	14	15
"AT5G60850"	836206	16	18	16	4	4	1
"AT5G08975"	NA	0	0	0	0	0	0
"AT5G08980"	NA	0	0	0	0	0	0
"AT5G60860"	836207	17	9	15	1	9	2
"AT5G60870"	836208	4	1	5	2	0	3
"AT5G60870"	836208	4	1	5	2	0	3
"AT5G60870"	836208	4	1	5	2	0	3
"AT5G60870"	836208	4	1	5	2	0	3
"AT5G60880"	836209	1	1	2	1	2	1
"AT5G60880"	836209	1	1	2	1	2	1
"AT5G60890"	836210	2	3	10	4	5	3
"AT5G60900"	NA	15	27	42	21	13	16
"AT5G60910"	836212	1	0	1	0	0	1
"AT5G60910"	836212	1	0	1	0	0	1
"AT5G60920"	836213	94	111	128	93	106	80
"AT5G60920"	836213	94	111	128	93	106	80
"AT5G60930"	836214	9	9	24	4	6	8
"AT5G60930"	836214	9	9	24	4	6	8
"AT5G60930"	836214	9	9	24	4	6	8
"AT5G60940"	836215	7	9	10	1	2	1
"AT5G60940"	836215	7	9	10	1	2	1
"AT5G60945"	5008319	0	0	0	0	0	0
"AT5G60950"	836216	8	8	17	19	5	46
"AT5G60960"	836217	13	11	20	23	16	17
"AT5G60963"	NA	0	0	0	0	0	0
"AT5G60964"	5008320	0	0	0	0	0	0
"AT5G60966"	NA	0	0	0	0	0	0
"AT5G60970"	836218	3	4	3	1	2	2
"AT5G08985"	NA	0	0	0	0	0	0
"AT5G60980"	836219	17	23	28	20	24	34
"AT5G60980"	836219	17	23	28	20	24	34
"AT5G60980"	836219	17	23	28	20	24	34
"AT5G60980"	836219	17	23	28	20	24	34
"AT5G60990"	836220	7	5	3	3	2	7
"AT5G61000"	836221	10	6	7	5	6	6
"AT5G61010"	836222	26	25	34	10	11	29
"AT5G61010"	836222	26	25	34	10	11	29
"AT5G61020"	836223	33	19	23	8	6	13
"AT5G61020"	836223	33	19	23	8	6	13
"AT5G61030"	836224	9	12	10	5	7	9
"AT5G61030"	836224	9	12	10	5	7	9
"AT5G61040"	836225	3	5	4	3	1	4
"AT5G61050"	836226	0	0	0	0	0	0
"AT5G61060"	836227	8	14	16	3	9	21
"AT5G61060"	836227	8	14	16	3	9	21
"AT5G61070"	836228	1	2	6	0	0	4
"AT5G61090"	836230	0	0	0	0	0	0
"AT5G61090"	836230	0	0	0	0	0	0
"AT5G61100"	836231	0	0	0	0	0	0
"AT5G61100"	836231	0	0	0	0	0	0
"AT5G61110"	836232	0	0	0	0	0	0
"AT5G61120"	836233	0	0	0	0	0	0
"AT5G61120"	836233	0	0	0	0	0	0
"AT5G61120"	836233	0	0	0	0	0	0
"AT5G61130"	836234	21	24	28	26	24	19
"AT5G61140"	836235	20	19	20	13	5	7
"AT5G61140"	836235	20	19	20	13	5	7
"AT5G61150"	836236	32	24	27	8	6	9
"AT5G61150"	836236	32	24	27	8	6	9
"AT5G61160"	836237	1	3	11	6	1	13
"AT5G61170"	836238	106	89	153	155	130	136
"AT5G61180"	836239	0	0	0	0	0	0
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61190"	836240	26	21	12	10	4	4
"AT5G61200"	836241	3	1	1	0	2	2
"AT5G61200"	836241	3	1	1	0	2	2
"AT5G61200"	836241	3	1	1	0	2	2
"AT5G61200"	836241	3	1	1	0	2	2
"AT5G61210"	836242	48	66	67	41	27	100
"AT5G61210"	836242	48	66	67	41	27	100
"AT5G08990"	NA	0	0	0	0	0	0
"AT5G61220"	836243	3	6	6	11	5	6
"AT5G61220"	836243	3	6	6	11	5	6
"AT5G61220"	836243	3	6	6	11	5	6
"AT5G61230"	836244	17	19	33	20	12	29
"AT5G61240"	836245	11	16	9	15	12	16
"AT5G61240"	836245	11	16	9	15	12	16
"AT5G61250"	836246	0	7	1	0	0	2
"AT5G61250"	836246	0	7	1	0	0	2
"AT5G61250"	836246	0	7	1	0	0	2
"AT5G61260"	836247	0	1	0	1	0	1
"AT5G61260"	836247	0	1	0	1	0	1
"AT5G61260"	836247	0	1	0	1	0	1
"AT5G61270"	836248	7	10	15	8	8	7
"AT5G61270"	836248	7	10	15	8	8	7
"AT5G61270"	836248	7	10	15	8	8	7
"AT5G61280"	836249	1	0	0	0	0	0
"AT5G61280"	836249	1	0	0	0	0	0
"AT5G61280"	836249	1	0	0	0	0	0
"AT5G61290"	836250	1	1	3	2	2	1
"AT5G61300"	836251	3	2	3	3	0	0
"AT5G61300"	836251	3	2	3	3	0	0
"AT5G61310"	836252	8	1	5	6	2	2
"AT5G61310"	836252	8	1	5	6	2	2
"AT5G61310"	836252	8	1	5	6	2	2
"AT5G61310"	836252	8	1	5	6	2	2
"AT5G61310"	836252	8	1	5	6	2	2
"AT5G61310"	836252	8	1	5	6	2	2
"AT5G61320"	836253	0	0	0	0	0	0
"AT5G61330"	836254	12	15	4	1	10	12
"AT5G61330"	836254	12	15	4	1	10	12
"AT5G61330"	836254	12	15	4	1	10	12
"AT5G61340"	836255	2	5	1	5	1	4
"AT5G61340"	836255	2	5	1	5	1	4
"AT5G61345"	NA	0	0	0	0	0	0
"AT5G61350"	836256	0	0	0	0	3	0
"AT5G61360"	836257	4	1	3	0	1	5
"AT5G61370"	836258	3	2	4	1	1	1
"AT5G61380"	836259	48	36	48	27	17	31
"AT5G61390"	836260	5	4	3	0	3	8
"AT5G61400"	836261	1	1	2	0	2	0
"AT5G61410"	836262	313	261	270	220	255	265
"AT5G61410"	836262	313	261	270	220	255	265
"AT5G61412"	28721283	0	0	0	0	0	0
"AT5G61420"	836263	19	18	12	19	11	12
"AT5G61420"	836263	19	18	12	19	11	12
"AT5G08995"	NA	0	0	0	0	0	0
"AT5G61430"	836264	0	1	1	0	0	1
"AT5G61430"	836264	0	1	1	0	0	1
"AT5G61440"	836265	3	2	9	4	3	4
"AT5G61440"	836265	3	2	9	4	3	4
"AT5G09000"	NA	0	0	0	0	0	0
"AT5G09005"	NA	0	0	0	0	0	0
"AT5G61445"	NA	0	0	0	0	0	0
"AT5G61450"	836266	14	6	9	7	5	14
"AT5G61455"	NA	1	0	0	0	0	0
"AT5G61460"	836267	4	3	7	4	0	1
"AT5G61470"	836268	0	0	0	0	0	0
"AT5G61480"	836269	14	16	19	5	6	14
"AT5G09010"	NA	0	0	0	0	0	0
"AT5G61490"	836270	0	0	0	0	0	0
"AT5G61495"	7922303	0	0	0	0	0	0
"AT5G61500"	836271	14	10	23	15	14	17
"AT5G61500"	836271	14	10	23	15	14	17
"AT5G61510"	836272	8	22	20	17	18	21
"AT5G61510"	836272	8	22	20	17	18	21
"AT5G61520"	836273	20	16	24	21	12	25
"AT5G61520"	836273	20	16	24	21	12	25
"AT5G61530"	836274	39	37	34	16	14	21
"AT5G61530"	836274	39	37	34	16	14	21
"AT5G61530"	836274	39	37	34	16	14	21
"AT5G61530"	836274	39	37	34	16	14	21
"AT5G61530"	836274	39	37	34	16	14	21
"AT5G61540"	836275	3	3	6	2	1	3
"AT5G61540"	836275	3	3	6	2	1	3
"AT5G61540"	836275	3	3	6	2	1	3
"AT5G09015"	NA	0	0	0	0	0	0
"AT5G61550"	836276	0	0	0	0	0	0
"AT5G61550"	836276	0	0	0	0	0	0
"AT5G61550"	836276	0	0	0	0	0	0
"AT5G61550"	836276	0	0	0	0	0	0
"AT5G61560"	836277	9	7	9	0	1	5
"AT5G61560"	836277	9	7	9	0	1	5
"AT5G61560"	836277	9	7	9	0	1	5
"AT5G61560"	836277	9	7	9	0	1	5
"AT5G61560"	836277	9	7	9	0	1	5
"AT5G61570"	836278	0	3	2	4	7	1
"AT5G61570"	836278	0	3	2	4	7	1
"AT5G61580"	836279	12	11	12	10	9	11
"AT5G61580"	836279	12	11	12	10	9	11
"AT5G61590"	836280	81	105	102	54	110	142
"AT5G61600"	836281	12	18	9	13	13	40
"AT5G61605"	836282	0	0	0	0	0	0
"AT5G61610"	836283	0	0	0	1	2	0
"AT5G61620"	836284	0	0	0	0	0	0
"AT5G61630"	836285	0	0	0	0	0	0
"AT5G61640"	836286	5	4	12	7	2	14
"AT5G61640"	836286	5	4	12	7	2	14
"AT5G61650"	836287	0	0	0	0	0	0
"AT5G61660"	836288	0	0	0	0	0	0
"AT5G09020"	NA	0	0	0	0	0	0
"AT5G61670"	836289	14	14	23	12	11	15
"AT5G61670"	836289	14	14	23	12	11	15
"AT5G61680"	836290	0	0	0	0	0	0
"AT5G61690"	836291	0	0	0	0	0	0
"AT5G61690"	836291	0	0	0	0	0	0
"AT5G61700"	836292	0	0	0	0	0	0
"AT5G61700"	836292	0	0	0	0	0	0
"AT5G61700"	836292	0	0	0	0	0	0
"AT5G61700"	836292	0	0	0	0	0	0
"AT5G61710"	836293	0	0	0	0	0	0
"AT5G09025"	NA	0	0	0	0	0	0
"AT5G61720"	836294	0	0	0	0	0	0
"AT5G61730"	836295	0	1	0	0	0	0
"AT5G61730"	836295	0	1	0	0	0	0
"AT5G61740"	836296	2	1	1	0	0	0
"AT5G61740"	836296	2	1	1	0	0	0
"AT5G61740"	836296	2	1	1	0	0	0
"AT5G61750"	836297	0	0	0	0	0	1
"AT5G61760"	836298	6	8	13	8	10	11
"AT5G61760"	836298	6	8	13	8	10	11
"AT5G61770"	836299	8	4	12	15	8	8
"AT5G61770"	836299	8	4	12	15	8	8
"AT5G61770"	836299	8	4	12	15	8	8
"AT5G61780"	836300	58	51	83	6	4	21
"AT5G61790"	836301	90	97	145	229	158	493
"AT5G61800"	836302	0	1	0	0	1	1
"AT5G61810"	836303	13	12	15	16	9	4
"AT5G61810"	836303	13	12	15	16	9	4
"AT5G61820"	836304	3	7	28	20	18	22
"AT5G61820"	836304	3	7	28	20	18	22
"AT5G61830"	836305	3	6	4	2	4	3
"AT5G61830"	836305	3	6	4	2	4	3
"AT5G61835"	NA	0	0	0	0	0	0
"AT5G61840"	836306	17	17	23	10	14	21
"AT5G61850"	836307	0	0	0	0	0	0
"AT5G61850"	836307	0	0	0	0	0	0
"AT5G61865"	836308	0	2	1	0	0	0
"AT5G61880"	836309	4	4	6	2	1	2
"AT5G61880"	836309	4	4	6	2	1	2
"AT5G61880"	836309	4	4	6	2	1	2
"AT5G61890"	836310	0	0	1	0	0	0
"AT5G61900"	836311	0	0	0	0	0	0
"AT5G61900"	836311	0	0	0	0	0	0
"AT5G61910"	836312	13	5	19	4	7	7
"AT5G61910"	836312	13	5	19	4	7	7
"AT5G61910"	836312	13	5	19	4	7	7
"AT5G61910"	836312	13	5	19	4	7	7
"AT5G61910"	836312	13	5	19	4	7	7
"AT5G61920"	836313	1	1	1	0	0	2
"AT5G61920"	836313	1	1	1	0	0	2
"AT5G61920"	836313	1	1	1	0	0	2
"AT5G61920"	836313	1	1	1	0	0	2
"AT5G61920"	836313	1	1	1	0	0	2
"AT5G61920"	836313	1	1	1	0	0	2
"AT5G61930"	836314	0	3	5	2	4	2
"AT5G61930"	836314	0	3	5	2	4	2
"AT5G61940"	836315	3	6	2	0	0	0
"AT5G61940"	836315	3	6	2	0	0	0
"AT5G61940"	836315	3	6	2	0	0	0
"AT5G61940"	836315	3	6	2	0	0	0
"AT5G61950"	836316	2	1	2	0	1	0
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61960"	836317	15	18	25	9	5	13
"AT5G61970"	836318	19	18	20	10	11	12
"AT5G61980"	836319	1	1	1	0	0	0
"AT5G61990"	836320	3	2	5	1	0	0
"AT5G09030"	NA	0	0	0	0	0	0
"AT5G09035"	NA	0	0	0	0	0	0
"AT5G61997"	6241294	0	0	0	0	0	0
"AT5G09040"	NA	0	0	0	0	0	0
"AT5G09045"	NA	0	0	0	0	0	0
"AT5G62000"	836321	141	168	169	97	55	105
"AT5G62000"	836321	141	168	169	97	55	105
"AT5G62000"	836321	141	168	169	97	55	105
"AT5G62000"	836321	141	168	169	97	55	105
"AT5G62000"	836321	141	168	169	97	55	105
"AT5G62020"	836322	0	0	1	0	1	4
"AT5G62030"	836323	4	3	3	3	6	5
"AT5G62040"	836324	0	0	1	0	0	0
"AT5G62050"	836325	6	15	19	12	10	14
"AT5G62060"	836326	0	0	0	0	0	0
"AT5G62065"	5008322	0	0	0	0	0	0
"AT5G62070"	836327	11	27	16	16	18	26
"AT5G62080"	836328	0	0	0	0	0	0
"AT5G62090"	836329	23	6	15	9	5	3
"AT5G62090"	836329	23	6	15	9	5	3
"AT5G62090"	836329	23	6	15	9	5	3
"AT5G62100"	836330	1	0	1	0	6	2
"AT5G62100"	836330	1	0	1	0	6	2
"AT5G62100"	836330	1	0	1	0	6	2
"AT5G62100"	836330	1	0	1	0	6	2
"AT5G62100"	836330	1	0	1	0	6	2
"AT5G62100"	836330	1	0	1	0	6	2
"AT5G62110"	836331	0	0	0	0	0	0
"AT5G62110"	836331	0	0	0	0	0	0
"AT5G62120"	836332	0	0	0	0	0	0
"AT5G62130"	836333	3	1	2	3	2	3
"AT5G62130"	836333	3	1	2	3	2	3
"AT5G62130"	836333	3	1	2	3	2	3
"AT5G62130"	836333	3	1	2	3	2	3
"AT5G62140"	836334	5	5	9	13	13	9
"AT5G62150"	836335	0	0	0	1	0	1
"AT5G62160"	836336	0	0	0	0	0	0
"AT5G62162"	NA	0	0	0	0	0	0
"ath-miR399c-5p"	NA	0	0	0	0	0	0
"ath-miR399c-3p"	NA	0	0	0	0	0	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62165"	836337	0	1	4	1	1	0
"AT5G62170"	836338	1	3	2	1	2	2
"AT5G62170"	836338	1	3	2	1	2	2
"AT5G62170"	836338	1	3	2	1	2	2
"AT5G62170"	836338	1	3	2	1	2	2
"AT5G62180"	836339	1	0	3	2	4	4
"AT5G62190"	836340	78	52	81	54	42	53
"AT5G62200"	836341	9	5	13	12	14	17
"AT5G62210"	836342	2	1	4	2	6	2
"AT5G62220"	836343	21	14	19	19	23	14
"AT5G09050"	NA	0	0	0	0	0	0
"AT5G62230"	836344	1	1	1	0	1	0
"AT5G62230"	836344	1	1	1	0	1	0
"AT5G62240"	836345	0	0	0	0	0	0
"AT5G62250"	836346	0	0	0	0	0	0
"AT5G62250"	836346	0	0	0	0	0	0
"AT5G62260"	836347	0	1	0	0	0	0
"AT5G62260"	836347	0	1	0	0	0	0
"AT5G62260"	836347	0	1	0	0	0	0
"AT5G62270"	836348	15	17	22	13	7	18
"AT5G62270"	836348	15	17	22	13	7	18
"AT5G00695"	NA	1	0	0	0	0	0
"AT5G62280"	836349	2	6	0	3	1	1
"AT5G62290"	836350	6	2	8	12	9	12
"AT5G62290"	836350	6	2	8	12	9	12
"AT5G62300"	823638	101	80	111	118	104	130
"AT5G62300"	836351	101	80	111	118	104	130
"AT5G62300"	823638	101	80	111	118	104	130
"AT5G62300"	836351	101	80	111	118	104	130
"AT5G62310"	836352	0	0	0	0	0	0
"AT5G62320"	836353	0	0	0	0	0	0
"AT5G62330"	836354	0	0	0	0	0	0
"AT5G62340"	836355	0	0	0	0	0	0
"AT5G09055"	NA	0	0	0	0	0	0
"AT5G62350"	836356	144	120	144	289	477	219
"AT5G62360"	836357	24	28	34	62	41	28
"AT5G62370"	836358	0	1	0	0	0	0
"AT5G09060"	NA	0	0	0	0	0	0
"AT5G62380"	836359	0	0	0	0	0	2
"AT5G62380"	836359	0	0	0	0	0	2
"AT5G62390"	836360	55	58	63	54	43	58
"AT5G62400"	836361	0	0	0	0	0	0
"AT5G62410"	836362	10	7	4	5	3	3
"AT5G62420"	836363	0	0	0	0	0	0
"AT5G09065"	NA	1	0	0	0	0	0
"AT5G09070"	NA	0	0	0	0	0	0
"AT5G62430"	836364	1	0	1	6	6	3
"AT5G62440"	836365	4	6	6	6	7	10
"AT5G62460"	836366	9	9	11	3	3	6
"AT5G62460"	836366	9	9	11	3	3	6
"AT5G62460"	836366	9	9	11	3	3	6
"AT5G62470"	836367	15	12	7	5	3	10
"AT5G62470"	836367	15	12	7	5	3	10
"AT5G09080"	NA	0	0	0	0	0	0
"AT5G62480"	836368	0	0	5	1	1	2
"AT5G62480"	836368	0	0	5	1	1	2
"AT5G62480"	836368	0	0	5	1	1	2
"AT5G62490"	836369	0	0	0	0	0	0
"AT5G62500"	836370	2	3	5	4	1	2
"AT5G62510"	836371	0	0	0	0	0	0
"AT5G62520"	836372	1	0	0	0	0	0
"AT5G62520"	836372	1	0	0	0	0	0
"AT5G62530"	836373	33	32	32	20	17	21
"AT5G62540"	836374	11	7	17	14	8	9
"AT5G62550"	836375	7	3	13	8	11	6
"AT5G62560"	836376	9	25	9	2	1	4
"AT5G62573"	28721284	0	0	0	0	0	0
"AT5G62570"	836377	18	14	11	7	6	7
"AT5G62570"	836377	18	14	11	7	6	7
"AT5G62570"	836377	18	14	11	7	6	7
"AT5G62570"	836377	18	14	11	7	6	7
"AT5G62575"	836378	4	5	6	1	8	9
"AT5G62575"	836378	4	5	6	1	8	9
"AT5G62580"	836379	11	9	9	7	6	1
"AT5G62580"	836379	11	9	9	7	6	1
"AT5G62600"	836381	13	7	10	4	4	7
"AT5G62610"	836382	18	14	14	12	8	20
"AT5G62610"	836382	18	14	14	12	8	20
"AT5G62620"	836383	7	5	10	7	2	9
"AT5G62620"	836383	7	5	10	7	2	9
"AT5G62623"	3771550	0	0	0	0	0	0
"AT5G62627"	3771551	0	0	0	0	0	0
"AT5G62630"	836384	12	12	15	11	8	11
"AT5G62640"	836385	20	13	26	13	17	18
"AT5G62640"	836385	20	13	26	13	17	18
"AT5G62640"	836385	20	13	26	13	17	18
"AT5G62650"	836386	9	12	12	10	10	14
"AT5G62660"	836387	0	0	0	0	0	0
"AT5G09085"	NA	0	0	0	0	0	0
"AT5G62670"	836388	57	41	48	38	36	12
"AT5G62680"	836389	25	38	41	9	3	15
"AT5G62690"	836391	102	90	131	75	58	105
"AT5G62690"	836390	102	90	131	75	58	105
"AT5G62700"	836391	116	127	175	158	168	171
"AT5G62700"	836390	116	127	175	158	168	171
"AT5G62710"	836392	6	8	8	5	7	5
"AT5G62710"	836392	6	8	8	5	7	5
"AT5G62720"	836393	143	102	97	42	55	62
"AT5G62720"	836393	143	102	97	42	55	62
"AT5G62730"	836394	1	0	2	2	2	1
"AT5G62730"	836394	1	0	2	2	2	1
"AT5G62740"	836395	26	21	27	20	21	42
"AT5G62750"	836396	0	0	0	0	0	0
"AT5G62760"	836397	7	4	8	4	2	4
"AT5G62760"	836397	7	4	8	4	2	4
"AT5G62760"	836397	7	4	8	4	2	4
"AT5G62760"	836397	7	4	8	4	2	4
"AT5G62760"	836397	7	4	8	4	2	4
"AT5G62760"	836397	7	4	8	4	2	4
"AT5G62770"	836398	1	4	3	6	1	33
"AT5G62780"	836399	0	0	0	1	0	0
"AT5G62790"	836400	105	81	87	21	27	16
"AT5G62790"	836400	105	81	87	21	27	16
"AT5G62800"	836401	0	0	0	0	0	0
"AT5G62800"	836401	0	0	0	0	0	0
"AT5G62810"	836402	45	46	53	63	51	52
"AT5G62820"	836403	0	1	0	0	0	5
"AT5G62830"	836404	0	0	0	0	0	0
"AT5G62840"	836405	9	6	9	5	3	1
"AT5G62840"	836405	9	6	9	5	3	1
"AT5G62850"	836406	0	0	1	1	0	1
"AT5G62850"	836406	0	0	1	1	0	1
"AT5G62848"	NA	0	0	0	0	0	0
"ath-miR420"	NA	0	0	0	0	0	0
"AT5G62860"	836407	0	0	0	0	0	0
"AT5G62865"	10723117	7	9	5	6	1	8
"AT5G62880"	836408	11	8	10	9	6	6
"AT5G62880"	836408	11	8	10	9	6	6
"AT5G09090"	NA	0	0	0	0	0	0
"AT5G62890"	836409	56	58	50	35	40	48
"AT5G62890"	836409	56	58	50	35	40	48
"AT5G62890"	836409	56	58	50	35	40	48
"AT5G62890"	836409	56	58	50	35	40	48
"AT5G62900"	836410	11	8	7	2	2	4
"AT5G62910"	836411	9	10	12	9	16	24
"AT5G62910"	836411	9	10	12	9	16	24
"AT5G62920"	836412	3	7	8	6	0	3
"AT5G62930"	836413	14	13	15	16	14	18
"AT5G62930"	836413	14	13	15	16	14	18
"AT5G62930"	836413	14	13	15	16	14	18
"AT5G62940"	836414	4	8	0	0	2	0
"AT5G62950"	836415	5	2	3	3	3	4
"AT5G62950"	836415	5	2	3	3	3	4
"AT5G62950"	836415	5	2	3	3	3	4
"AT5G62950"	836415	5	2	3	3	3	4
"AT5G62950"	836415	5	2	3	3	3	4
"AT5G62950"	836415	5	2	3	3	3	4
"AT5G62950"	836415	5	2	3	3	3	4
"AT5G09095"	NA	0	0	0	0	0	0
"AT5G62960"	836416	2	2	1	1	3	4
"AT5G62960"	836416	2	2	1	1	3	4
"AT5G62970"	836417	0	0	0	0	1	0
"AT5G09100"	NA	0	0	0	0	0	0
"AT5G09105"	NA	0	0	0	0	0	0
"AT5G09110"	NA	0	0	0	0	0	0
"AT5G62980"	836418	11	9	6	5	8	3
"AT5G62980"	836418	11	9	6	5	8	3
"AT5G62990"	836419	2	3	4	5	0	4
"AT5G09115"	NA	0	0	0	1	0	0
"AT5G62998"	6241122	0	0	0	0	0	0
"AT5G63000"	836420	6	11	12	6	3	9
"AT5G63010"	836421	1	2	2	2	2	6
"AT5G63020"	836422	11	19	22	3	8	9
"AT5G09120"	NA	0	0	0	0	0	0
"AT5G63030"	836423	7	10	20	10	5	48
"AT5G63040"	836424	8	6	8	6	7	9
"AT5G63040"	836424	8	6	8	6	7	9
"AT5G09125"	NA	0	0	0	0	0	1
"AT5G09130"	NA	0	0	0	0	0	0
"AT5G63050"	836425	31	15	19	3	4	2
"AT5G63050"	836425	31	15	19	3	4	2
"AT5G09135"	NA	0	0	0	0	0	0
"AT5G63060"	836426	5	2	4	3	2	1
"AT5G63060"	836426	5	2	4	3	2	1
"AT5G09140"	NA	0	0	0	0	0	0
"AT5G63063"	5008325	0	0	0	0	0	0
"AT5G63070"	836427	0	0	0	0	0	0
"AT5G63080"	836428	2	3	13	0	1	4
"AT5G63085"	5008327	0	0	0	0	0	0
"AT5G09145"	NA	0	0	0	0	0	0
"AT5G63087"	5008328	0	0	0	0	0	1
"AT5G63090"	836429	1	2	1	4	2	3
"AT5G63090"	836429	1	2	1	4	2	3
"AT5G63090"	836429	1	2	1	4	2	3
"AT5G63090"	836429	1	2	1	4	2	3
"AT5G63100"	836430	2	2	5	7	10	2
"AT5G63110"	836431	11	14	16	5	7	15
"AT5G63120"	836432	18	10	13	4	1	11
"AT5G63120"	836432	18	10	13	4	1	11
"AT5G63120"	836432	18	10	13	4	1	11
"AT5G63120"	836432	18	10	13	4	1	11
"AT5G63120"	836432	18	10	13	4	1	11
"AT5G63130"	836433	0	1	1	2	4	7
"AT5G63130"	836433	0	1	1	2	4	7
"AT5G63135"	836434	1	3	7	2	0	4
"AT5G63140"	836435	3	1	2	4	3	4
"AT5G63145"	NA	0	0	0	0	0	0
"AT5G63150"	836436	6	5	7	9	2	6
"AT5G63160"	836437	19	15	25	8	10	23
